what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.JavaPerspective",1288616606001
opened,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.JavadocView",1288616608111
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.JavadocView",1288616608135
opened,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.SourceView",1288616609023
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.SourceView",1288616609029
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1288616609900
activated,perspective,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugPerspective",1288616619475
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288616619512
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.perspectives.showPerspective",1288616619522
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugPerspective",1288616619522
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616630857
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616699736
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616701752
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616716581
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616720841
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616721537
